"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"39066","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219321","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39067","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219321","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39068","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219321","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39069","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219318","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39070","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219318","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39071","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219350","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39072","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219350","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39073","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219350","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39074","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219329","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39075","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219329","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39076","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219329","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39077","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219384","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39078","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219384","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39079","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219377","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39080","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219377","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39081","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219258","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39082","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219258","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39083","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219258","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39084","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219259","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39085","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219259","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39086","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219259","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","29-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39087","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219320","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39088","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219320","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39089","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219320","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","28000"
"39090","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219315","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39091","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219315","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39092","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219315","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39093","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219315","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","7000"
"39094","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219326","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","24500"
"39095","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219326","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","24500"
"39096","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219326","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39097","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219326","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39098","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219328","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39099","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219328","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39100","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219328","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","17500"
"39101","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219238","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","24500"
"39102","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219238","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","28000"
"39103","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219317","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39104","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219317","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","21000"
"39105","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219317","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","28000"
"39106","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219255","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","24500"
"39107","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219255","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","06-Jan-2026","shri Ganpati Tiles Matti","Payment Success","28000"
"39108","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139172","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jun-2025","shri Ganpati Tiles Matti","Payment Success","18126"
"39109","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139170","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","02-Jul-2025","shri Ganpati Tiles Matti","Payment Success","33810"
"39110","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139173","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","02-Jul-2025","shri Ganpati Tiles Matti","Payment Success","21525"
"39111","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139172","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","02-Jul-2025","shri Ganpati Tiles Matti","Payment Success","45600"
"39112","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139173","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","02-Jul-2025","shri Ganpati Tiles Matti","Payment Success","31500"
"39113","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139172","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","27-Jun-2025","shri Ganpati Tiles Matti","Payment Success","45600"
"39114","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139172","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","27-Jun-2025","shri Ganpati Tiles Matti","Payment Success","45600"
"39115","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2024-2025/139172","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","27-Jun-2025","shri Ganpati Tiles Matti","Payment Success","45600"
"39116","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219380","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","08-Feb-2026","shri Ganpati Tiles Matti","Payment Success","87500"
"39117","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219381","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","08-Feb-2026","shri Ganpati Tiles Matti","Payment Success","87500"
"39118","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39119","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39120","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39121","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39122","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39123","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","39900"
"39124","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","39900"
"39125","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","35340"
"39126","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","41610"
"39127","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","27930"
"39128","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","22800"
"39129","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","shri Ganpati Tiles Matti","Payment Success","45600"
"39130","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","03-Mar-2026","shri Ganpati Tiles Matti","Payment Success","39900"
"39131","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","03-Mar-2026","shri Ganpati Tiles Matti","Payment Success","39900"
"39132","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242687","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","03-Mar-2026","shri Ganpati Tiles Matti","Payment Success","43320"
"39133","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219347","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","11-Feb-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39134","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219347","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","11-Feb-2026","shri Ganpati Tiles Matti","Payment Success","35000"
"39135","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219383","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","27-Nov-2025","shri Ganpati Tiles Matti","Payment Success","35000"
"39136","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219383","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","27-Nov-2025","shri Ganpati Tiles Matti","Payment Success","17500"
"39137","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219253","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","27-Nov-2025","shri Ganpati Tiles Matti","Payment Success","35000"
"39138","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219253","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","27-Nov-2025","shri Ganpati Tiles Matti","Payment Success","35000"
